City,Wealth Index,No of Hospitals,No of Schools,No of Banks,Cell Phone Facility,Water Resources,Agricultural Lands,Unemployed,No of Govt Officials,No of HIV Patients,Educational Levels,Transport Facilities,Highways,Air Port Facilities,Railway Facilities
Kolkata,4,578,18922,2495,No,Sufficient,9603,1444,4594,916,Low,Moderate,4,No,Yes
Pune,8,796,25392,8052,No,Scarce,3595,2284,3871,337,Low,Poor,6,No,Yes
Chennai,6,203,38953,2010,Yes,Scarce,7508,7050,3862,474,High,Moderate,6,No,Yes
Bangalore,6,666,15247,6672,No,Scarce,3818,6183,1528,867,Medium,Good,9,Yes,Yes
Ahmedabad,7,1352,39427,9698,Yes,Scarce,7844,7947,2239,519,Low,Good,9,No,Yes
Delhi,4,1279,25423,9569,No,Scarce,1858,1799,3273,268,Medium,Moderate,5,Yes,No
Mumbai,3,1233,22577,7273,No,Scarce,2560,2560,1761,548,Low,Poor,6,No,No
Pune,2,935,43727,2463,Yes,Scarce,9453,9131,2848,956,High,Good,4,No,Yes
Bangalore,8,820,4058,3342,No,Scarce,3867,2813,3584,673,Low,Poor,3,No,No
Pune,5,1868,41752,7527,Yes,Scarce,1979,6753,2035,821,High,Good,6,Yes,No
Jaipur,5,1976,49565,5034,No,Scarce,8578,7306,2859,794,Low,Poor,5,Yes,Yes
Bangalore,8,1629,46076,8358,Yes,Scarce,5184,9492,4344,969,Low,Poor,3,Yes,No
Mumbai,5,1976,6622,8458,No,Sufficient,2828,5236,3194,414,Medium,Moderate,1,Yes,No
Bangalore,1,428,39722,9793,Yes,Scarce,8102,3486,2189,329,High,Moderate,1,No,Yes
Mumbai,3,1650,6828,3827,Yes,Scarce,1150,2732,1928,427,Medium,Poor,9,Yes,No
Chennai,1,886,12208,8610,No,Scarce,4340,2249,3206,677,Low,Poor,5,No,Yes
Bangalore,5,478,37752,2682,Yes,Scarce,9669,7414,2324,624,Low,Good,3,Yes,No
Jaipur,3,1231,35000,9198,Yes,Scarce,7500,2943,1154,671,Low,Moderate,4,Yes,No
Chennai,7,605,21459,4371,No,Sufficient,5713,4465,4900,545,High,Poor,10,Yes,Yes
Delhi,1,1416,15730,1041,No,Scarce,1764,9621,4032,889,High,Good,10,Yes,No
Jaipur,7,283,30879,2057,Yes,Sufficient,5556,7136,3270,329,Low,Moderate,10,No,Yes
Mumbai,8,1244,12710,4510,Yes,Scarce,4339,9101,2795,886,Medium,Poor,5,No,No
Delhi,3,426,41559,5082,Yes,Scarce,9046,8495,4630,323,Low,Good,3,No,No
Hyderabad,8,531,8336,9068,Yes,Sufficient,5819,8623,1831,473,Low,Good,5,No,Yes
Pune,6,1242,39711,5829,No,Sufficient,4073,4456,716,124,Low,Moderate,2,No,Yes
Chennai,7,1349,1764,9891,Yes,Sufficient,7577,2136,2025,155,Medium,Poor,5,No,No
Bangalore,8,1481,31401,3965,Yes,Sufficient,1225,1303,776,556,Low,Poor,4,No,Yes
Jaipur,0,1205,4897,4893,No,Sufficient,4130,7059,3216,754,Medium,Moderate,5,Yes,No
Hyderabad,3,1383,35639,3043,Yes,Sufficient,6571,1404,4884,276,Medium,Good,2,Yes,Yes
Kolkata,4,698,49946,4204,No,Sufficient,8702,8258,4439,957,Low,Moderate,7,No,No
Surat,2,1574,26181,5984,Yes,Sufficient,8781,7568,4462,823,Low,Moderate,4,No,Yes
Hyderabad,8,991,26356,1785,No,Sufficient,4036,5145,2714,903,Medium,Moderate,2,No,Yes
Bangalore,2,1095,42634,2405,No,Scarce,6404,3959,3494,820,Low,Good,6,No,No
Bangalore,2,592,41102,4959,Yes,Sufficient,6830,8515,1166,249,Medium,Poor,6,Yes,No
Surat,10,250,7988,1431,No,Scarce,9686,4939,3315,221,Low,Moderate,7,No,Yes
Jaipur,1,963,6387,6926,Yes,Scarce,8253,2581,2371,557,Low,Moderate,2,No,Yes
Kolkata,3,345,12410,9481,Yes,Sufficient,2920,7119,1843,277,Low,Poor,4,No,Yes
Jaipur,2,488,40622,4567,No,Sufficient,5452,5053,2336,595,Low,Moderate,8,Yes,Yes
Delhi,2,1609,38472,6180,Yes,Sufficient,7765,9924,3886,255,High,Poor,5,No,No
Bangalore,9,1588,36293,8852,Yes,Sufficient,9318,2145,1370,168,Low,Good,3,Yes,No
Ahmedabad,2,1284,45874,9080,No,Scarce,9184,1504,3949,313,High,Poor,10,Yes,Yes
Surat,1,1586,7566,9561,Yes,Scarce,5267,7666,3254,665,Low,Poor,5,Yes,No
Kolkata,0,840,5489,5603,No,Scarce,5133,6625,4854,692,Low,Good,4,No,No
Mumbai,0,601,19176,2491,No,Sufficient,1869,7536,4633,767,High,Good,1,No,Yes
Kolkata,4,834,5704,6042,No,Sufficient,1234,6351,2771,352,Medium,Poor,2,Yes,No
Mumbai,7,1126,49681,5183,Yes,Sufficient,1405,3341,2385,757,Medium,Moderate,10,Yes,Yes
Ahmedabad,0,995,41048,6215,No,Sufficient,2145,3176,3726,675,High,Good,6,No,No
Bangalore,8,1767,27346,5058,No,Scarce,7334,3381,964,288,Low,Good,6,Yes,No
Pune,10,1903,39467,3665,No,Sufficient,9070,4951,4395,709,Medium,Good,7,Yes,Yes
Hyderabad,7,1093,1701,7679,No,Scarce,3082,3927,1538,888,Low,Good,3,No,No
Hyderabad,0,1749,42379,4202,No,Scarce,3147,7769,1096,779,High,Good,8,Yes,Yes
Surat,0,287,35761,5547,No,Sufficient,2044,6100,3997,546,High,Poor,10,Yes,No
Chennai,3,1507,7852,8113,Yes,Scarce,8262,6782,4984,786,High,Poor,4,Yes,No
Surat,1,271,6970,3454,Yes,Scarce,7256,1361,3422,337,High,Poor,2,No,Yes
Ahmedabad,5,1975,25464,4306,Yes,Sufficient,9913,8965,2996,823,Low,Poor,9,No,No
Kolkata,8,822,1599,8431,Yes,Sufficient,4493,7352,1631,370,Medium,Good,3,No,Yes
Chennai,7,1110,43548,7954,No,Sufficient,5384,9817,2308,735,Medium,Poor,2,Yes,Yes
Hyderabad,0,1482,39777,3982,Yes,Scarce,6802,3591,3522,481,High,Moderate,4,Yes,No
Surat,10,792,2712,2355,Yes,Scarce,5978,6295,2481,497,Medium,Poor,6,Yes,Yes
Surat,2,115,20410,7050,Yes,Scarce,2286,9564,3360,934,Medium,Poor,4,Yes,Yes
Chennai,9,652,31530,8592,Yes,Sufficient,8171,6235,998,813,Low,Poor,1,Yes,Yes
Bangalore,8,895,12176,1592,No,Scarce,7948,8805,1516,977,High,Moderate,9,Yes,Yes
Mumbai,3,748,30480,3721,Yes,Sufficient,7535,2570,1080,421,High,Poor,7,No,Yes
Chennai,2,1799,17063,5733,Yes,Scarce,3624,7426,4651,770,Medium,Moderate,7,Yes,No
Mumbai,1,1595,31375,7027,No,Sufficient,6973,8039,4686,434,Low,Moderate,9,Yes,Yes
Hyderabad,1,347,1807,2633,No,Sufficient,9294,5185,601,459,High,Poor,5,Yes,Yes
Ahmedabad,5,1123,6254,7539,Yes,Scarce,5278,5514,543,317,Low,Moderate,6,No,No
Bangalore,6,330,32338,2925,Yes,Scarce,1603,6834,2204,659,High,Good,6,No,No
Kolkata,2,467,18731,8595,Yes,Sufficient,1565,1986,3704,155,Low,Good,7,Yes,Yes
Mumbai,1,567,40245,4452,No,Scarce,7684,1027,3864,823,Medium,Good,5,No,No
Pune,5,1104,39899,6638,No,Sufficient,3325,4055,1710,422,High,Poor,4,No,No
Bangalore,1,1278,27656,8061,No,Sufficient,7164,6638,4366,368,Medium,Good,6,No,No
Bangalore,0,1990,9454,2109,Yes,Sufficient,7471,1935,3655,990,High,Moderate,9,Yes,Yes
Pune,6,453,21321,4462,No,Sufficient,3748,7560,1095,319,Low,Poor,7,No,Yes
Mumbai,9,283,11791,7112,No,Scarce,4245,7961,1751,686,Low,Good,7,Yes,No
Kolkata,7,776,48889,3300,No,Sufficient,4612,8616,2026,630,Low,Moderate,7,No,Yes
Pune,4,731,24398,1550,No,Scarce,2747,1859,2447,441,Low,Poor,9,No,Yes
Chennai,2,1567,18444,2479,No,Scarce,4913,5794,4519,557,Low,Good,10,No,Yes
Pune,8,1790,19604,9701,No,Scarce,7542,6360,1197,300,Medium,Poor,7,No,Yes
Surat,9,873,17639,4860,Yes,Scarce,6548,6637,3535,995,Low,Poor,9,No,Yes
Ahmedabad,8,130,6066,6309,No,Scarce,3364,1640,1734,791,High,Good,4,Yes,Yes
Pune,3,783,25922,8090,Yes,Sufficient,4289,9111,1576,917,Medium,Poor,3,Yes,Yes
Delhi,5,1794,4410,7486,Yes,Scarce,4595,5189,2410,780,Low,Good,6,Yes,Yes
Bangalore,1,1241,24033,4110,No,Scarce,7099,1016,4674,314,High,Poor,1,No,Yes
Jaipur,3,1810,19103,8480,Yes,Scarce,7140,4175,2713,680,High,Poor,7,No,No
Pune,0,1142,14545,7313,No,Sufficient,9099,1615,941,299,Medium,Moderate,3,Yes,Yes
Hyderabad,8,1809,13578,5221,No,Scarce,1353,1056,1115,625,High,Poor,7,No,No
Pune,1,1169,24658,4156,Yes,Sufficient,9336,5092,2771,742,Low,Moderate,9,No,Yes
Hyderabad,1,1754,15924,8981,Yes,Sufficient,9583,7204,4343,168,Low,Poor,8,No,Yes
Pune,10,1047,31374,8689,No,Sufficient,7163,8774,725,286,Medium,Good,3,Yes,Yes
Kolkata,2,162,3386,5713,Yes,Sufficient,8778,1594,722,331,High,Good,6,No,No
Bangalore,10,509,33224,5254,Yes,Sufficient,7778,9908,3226,921,Low,Moderate,6,No,Yes
Mumbai,2,1345,43680,7676,Yes,Scarce,4673,5937,3067,846,High,Poor,8,Yes,No
Delhi,4,1595,33390,5698,Yes,Sufficient,4547,9787,2263,274,High,Poor,2,Yes,No
Jaipur,0,218,6874,7425,No,Sufficient,4975,4003,2907,383,Low,Poor,4,Yes,Yes
Hyderabad,7,882,15654,5548,No,Sufficient,1491,7524,3193,956,Low,Good,1,Yes,No
Surat,8,974,46127,6243,Yes,Sufficient,4644,2427,4953,1000,Medium,Poor,7,No,No
Pune,10,711,17731,5290,Yes,Sufficient,2916,6370,3550,151,Low,Moderate,9,No,Yes
Ahmedabad,4,1661,10000,6758,Yes,Sufficient,8324,6329,3265,629,Medium,Moderate,1,No,No
Kolkata,6,1058,40404,1654,No,Scarce,7572,1552,3733,838,High,Poor,8,No,No
Mumbai,2,779,28590,3125,No,Sufficient,7576,6181,4448,320,Low,Good,8,No,No
Surat,5,1680,23368,9896,Yes,Scarce,6800,7662,2639,850,Low,Moderate,9,Yes,No
Delhi,3,1637,37472,8521,Yes,Sufficient,7744,1014,3687,200,High,Poor,10,No,No
Mumbai,6,1025,49067,7769,Yes,Scarce,5578,8520,3940,653,High,Poor,5,No,Yes
Jaipur,0,242,34697,4323,Yes,Sufficient,2356,4470,892,243,Low,Poor,8,Yes,Yes
Kolkata,5,551,49990,2735,Yes,Scarce,7738,5430,4574,900,Low,Good,2,Yes,No
Surat,10,626,33119,4206,Yes,Scarce,1886,6767,2037,511,Low,Poor,5,No,No
Jaipur,6,1649,33227,6479,Yes,Scarce,8399,7816,807,577,Medium,Moderate,8,No,No
Mumbai,1,1139,25728,8645,No,Scarce,4001,2384,2125,422,High,Poor,8,No,Yes
Bangalore,8,620,24697,2562,No,Sufficient,6999,9798,2023,438,Low,Poor,8,Yes,Yes
Jaipur,10,554,42537,3425,No,Scarce,2218,5263,1262,577,Low,Good,4,No,Yes
Chennai,5,226,6922,1049,No,Scarce,4253,2218,2334,364,Medium,Good,3,Yes,Yes
Bangalore,5,202,49052,5651,No,Sufficient,4072,8407,2596,916,Medium,Moderate,10,No,Yes
Chennai,8,1911,46377,7018,No,Scarce,6569,4026,747,330,High,Poor,7,Yes,Yes
Delhi,2,370,35569,4356,No,Sufficient,7101,2104,1865,220,High,Moderate,4,Yes,Yes
Jaipur,5,1429,24233,4629,No,Scarce,9198,3382,3900,942,Medium,Good,1,No,Yes
Chennai,10,188,33596,6476,Yes,Sufficient,4162,4710,2635,474,Low,Moderate,4,Yes,Yes
Hyderabad,5,167,2789,7814,Yes,Scarce,5446,8726,3229,751,Medium,Poor,3,No,No
Mumbai,0,844,28528,6474,No,Sufficient,5076,8525,1803,830,Low,Poor,6,Yes,No
Delhi,8,242,16142,6561,No,Sufficient,6304,1125,3810,539,Medium,Moderate,4,No,No
Bangalore,7,1689,22613,4952,Yes,Sufficient,4712,1481,4519,734,High,Moderate,5,Yes,Yes
Bangalore,2,1186,31450,2179,No,Sufficient,8831,8024,3194,1000,Low,Poor,5,Yes,No
Hyderabad,3,1474,16030,8231,Yes,Scarce,7195,4233,3061,977,Medium,Moderate,2,No,Yes
Chennai,1,1887,9821,9437,Yes,Scarce,5655,2116,3920,862,Low,Moderate,9,No,No
Pune,9,626,22807,5942,Yes,Sufficient,8554,4081,4481,381,High,Moderate,10,Yes,No
Bangalore,4,1895,17624,3368,Yes,Scarce,8022,8231,1994,923,Medium,Good,10,No,Yes
Surat,0,365,39155,9185,No,Scarce,1343,4971,2371,678,Medium,Good,5,Yes,No
Ahmedabad,6,102,49929,2635,No,Scarce,5465,2418,1161,648,Medium,Good,3,No,Yes
Chennai,2,313,26324,7725,No,Sufficient,8242,9092,2689,915,Low,Good,8,Yes,Yes
Bangalore,3,1579,32062,2999,Yes,Scarce,5465,4192,865,573,High,Poor,7,Yes,Yes
Kolkata,8,213,48961,1315,Yes,Scarce,9650,5788,1846,343,Medium,Poor,4,No,No
Jaipur,7,1978,30074,6436,No,Sufficient,8812,1559,1792,604,High,Good,10,No,Yes
Kolkata,2,1452,25841,5785,Yes,Scarce,7584,1348,3548,162,High,Poor,8,Yes,No
Delhi,1,1165,32942,8847,No,Sufficient,1402,8914,3015,388,Low,Good,2,No,No
Delhi,10,1758,29847,3644,No,Scarce,7693,5477,3936,883,Medium,Good,10,No,Yes
Kolkata,0,1777,49616,6544,Yes,Scarce,9570,4764,4333,962,Medium,Poor,7,Yes,No
Ahmedabad,0,274,11695,2911,No,Scarce,6212,3955,1334,934,High,Good,1,Yes,No
Surat,2,1311,47624,4831,No,Scarce,8932,7704,1060,331,Medium,Poor,2,No,No
Hyderabad,2,325,6248,2608,Yes,Scarce,2000,9603,4213,251,High,Poor,7,No,Yes
Hyderabad,10,1720,36793,2317,Yes,Scarce,2652,3407,2829,846,Medium,Poor,2,Yes,Yes
Hyderabad,6,1139,7993,6017,Yes,Sufficient,5115,3561,1629,549,Low,Poor,3,No,Yes
Bangalore,10,603,43019,9893,No,Sufficient,2352,2186,3886,813,High,Moderate,5,No,No
Delhi,1,1550,29407,6941,No,Sufficient,1608,2954,3364,587,High,Moderate,3,No,Yes
Hyderabad,2,303,34075,4294,Yes,Scarce,3358,2695,3220,375,High,Good,8,Yes,Yes
Pune,9,544,7044,4095,Yes,Sufficient,1517,6205,2488,217,Medium,Moderate,1,Yes,Yes
Hyderabad,0,1791,46485,6332,Yes,Sufficient,5384,1412,3169,634,Low,Moderate,2,Yes,Yes
Pune,5,1431,18698,8067,Yes,Scarce,7752,2834,2866,320,Medium,Poor,6,Yes,No
Delhi,5,1907,41751,6036,No,Sufficient,5042,5713,3327,267,Low,Good,2,No,Yes
Bangalore,7,1318,24681,1716,No,Sufficient,1391,6463,516,100,Low,Good,2,No,No
Jaipur,9,444,48531,3924,No,Sufficient,7719,1695,2523,164,High,Poor,4,No,No
Chennai,0,716,36416,2707,No,Scarce,4526,8078,1254,435,Low,Moderate,1,Yes,Yes
Surat,9,1306,28636,8654,Yes,Sufficient,5692,8385,716,967,High,Moderate,7,Yes,Yes
Hyderabad,3,1971,2892,9975,Yes,Sufficient,7080,8937,1699,294,Low,Good,2,No,No
Jaipur,5,592,8276,1288,Yes,Sufficient,4023,6741,528,486,Medium,Good,2,No,Yes
Hyderabad,5,519,30329,5198,No,Sufficient,8355,7727,856,826,Medium,Good,5,No,Yes
Jaipur,7,1165,4063,1362,No,Sufficient,4463,3426,2465,294,Low,Good,9,No,Yes
Kolkata,1,305,38863,4438,Yes,Sufficient,7265,7298,2265,340,Low,Poor,10,Yes,Yes
Mumbai,5,276,36034,9085,Yes,Sufficient,4494,9058,1446,312,Low,Moderate,3,No,Yes
Pune,7,573,36704,3854,Yes,Sufficient,5210,2777,875,503,Low,Moderate,9,No,No
Jaipur,9,785,4412,7822,Yes,Sufficient,6481,9418,2186,125,Medium,Good,8,Yes,Yes
Ahmedabad,9,751,9207,7717,No,Sufficient,5156,8844,2345,596,Low,Good,4,No,Yes
Hyderabad,0,1834,9170,2318,Yes,Scarce,5434,5072,2468,324,High,Good,5,Yes,No
Hyderabad,5,1583,28941,7305,Yes,Scarce,2279,1505,4932,942,Medium,Poor,2,Yes,Yes
Surat,6,894,24665,3657,Yes,Scarce,6927,6282,2578,101,High,Good,2,Yes,No
Surat,0,214,14046,3076,Yes,Sufficient,8172,7139,4830,342,High,Poor,4,Yes,No
Pune,8,647,26816,1518,Yes,Scarce,8686,2705,4562,353,Low,Poor,6,No,Yes
Surat,4,976,12588,3344,Yes,Scarce,6646,6934,560,123,Medium,Good,6,Yes,No
Delhi,1,1271,19364,4654,Yes,Scarce,7005,7461,1409,306,Medium,Moderate,1,Yes,Yes
Pune,6,283,39614,8885,Yes,Scarce,5416,7438,3934,169,Medium,Good,3,No,No
Delhi,2,303,12486,3949,Yes,Scarce,1057,3629,3540,320,High,Poor,1,No,Yes
Hyderabad,4,455,20460,3848,Yes,Scarce,9736,2845,1124,322,Low,Moderate,5,Yes,Yes
Ahmedabad,7,1427,8528,7691,Yes,Scarce,2173,9573,4532,810,Low,Good,9,Yes,No
Kolkata,1,283,1283,4207,No,Sufficient,8218,3511,4124,609,High,Poor,5,Yes,No
Bangalore,10,184,48523,1365,Yes,Scarce,8207,1392,2113,655,Low,Good,6,No,No
Chennai,6,238,21093,4283,No,Sufficient,3321,4522,2812,500,Medium,Good,3,Yes,No
Mumbai,3,826,43364,4272,Yes,Scarce,9118,9127,3229,524,Low,Good,9,No,Yes
Kolkata,1,1038,15127,9721,No,Scarce,8501,7969,4369,618,High,Moderate,7,Yes,No
Bangalore,10,272,22826,7461,No,Scarce,5707,1368,1982,569,Low,Good,10,No,Yes
Surat,2,590,8329,6757,No,Sufficient,3001,3264,3371,539,Low,Good,2,Yes,Yes
Chennai,8,1044,21291,9408,Yes,Sufficient,9825,6589,1265,768,Medium,Poor,7,Yes,Yes
Ahmedabad,1,973,11731,9437,No,Scarce,9738,5150,1556,323,Medium,Good,7,No,No
Chennai,10,1504,5931,9198,No,Sufficient,5510,4940,3675,303,Medium,Good,5,Yes,Yes
Delhi,7,1000,29182,9443,No,Scarce,7818,8300,4380,103,Low,Poor,5,Yes,Yes
Pune,3,1239,14773,1992,No,Scarce,5002,4853,3035,489,High,Moderate,9,No,Yes
Bangalore,4,1956,37604,4290,No,Scarce,3628,7308,4500,899,Low,Good,8,No,Yes
Delhi,3,918,14851,2919,Yes,Scarce,7751,5281,3587,727,Low,Moderate,10,Yes,Yes
Chennai,1,1369,10006,7981,No,Sufficient,3972,4020,4694,851,Low,Poor,9,No,Yes
Mumbai,0,1700,4818,5019,Yes,Sufficient,1043,5082,1009,436,Low,Poor,6,Yes,Yes
Surat,4,863,26004,9986,Yes,Sufficient,3175,9728,4246,873,Medium,Poor,9,No,No
Hyderabad,4,1982,24369,1617,Yes,Sufficient,3839,2740,3419,827,Low,Moderate,5,No,Yes
Chennai,0,1791,36196,1115,No,Scarce,3454,8295,2236,580,Medium,Good,4,No,Yes
Kolkata,0,1974,35644,8066,Yes,Scarce,3885,4764,3183,974,Low,Moderate,10,No,Yes
Ahmedabad,4,1759,1592,2857,Yes,Scarce,5482,6040,4722,131,High,Moderate,10,No,Yes
Ahmedabad,1,1480,43235,2486,No,Sufficient,7053,4457,2543,571,Medium,Poor,3,No,Yes
Chennai,10,1764,25418,1526,Yes,Scarce,6257,1520,1645,880,Low,Moderate,6,Yes,No
Pune,0,616,29664,1260,No,Sufficient,3090,8045,4130,296,Low,Poor,6,No,Yes
Ahmedabad,7,1909,4100,5847,No,Sufficient,8110,3682,4178,386,High,Moderate,3,Yes,Yes
Delhi,2,917,20967,3175,No,Sufficient,8043,1766,4666,948,Low,Moderate,8,No,No
Bangalore,5,1668,6058,4533,Yes,Sufficient,3872,9888,3373,853,Medium,Good,1,Yes,Yes
Kolkata,10,1900,42947,2982,No,Scarce,7994,5929,4956,945,High,Good,7,No,No
Bangalore,8,665,48974,9055,Yes,Sufficient,9839,1737,2834,895,High,Moderate,8,No,Yes
Surat,3,1686,12620,6758,Yes,Scarce,8397,6962,2518,434,Medium,Poor,3,Yes,Yes
Kolkata,0,357,12838,5395,No,Sufficient,8544,4105,4344,671,High,Moderate,2,No,Yes
Hyderabad,10,1477,8645,3997,Yes,Sufficient,4586,6412,4360,238,High,Moderate,1,Yes,Yes
Pune,8,1362,33663,3678,No,Scarce,1376,6660,3923,116,Low,Good,1,No,Yes
Jaipur,8,1331,9517,8916,Yes,Scarce,7210,3901,4944,722,High,Moderate,6,No,Yes
Pune,8,1410,27119,9757,No,Sufficient,3806,6978,1946,335,High,Poor,9,Yes,Yes
Jaipur,4,1005,4973,4078,Yes,Scarce,3647,1675,1394,383,Low,Poor,9,Yes,No
Kolkata,0,1365,11345,9769,Yes,Sufficient,3640,1242,830,168,Low,Moderate,1,No,No
Delhi,5,1748,47871,8327,No,Scarce,2035,5200,2999,869,Low,Good,10,Yes,No
Surat,1,1382,3847,2721,Yes,Scarce,5003,9253,3810,918,Low,Poor,8,Yes,No
Jaipur,0,454,12240,6113,Yes,Sufficient,4550,3651,1150,669,Low,Poor,10,No,No
Chennai,6,1052,18427,9113,Yes,Scarce,8209,8586,788,466,High,Poor,5,No,No
Bangalore,0,755,38894,5296,No,Sufficient,7001,4442,738,767,Medium,Poor,1,No,No
Hyderabad,5,223,48812,2596,No,Sufficient,3251,4113,4126,657,High,Good,9,Yes,Yes
Ahmedabad,4,539,2719,7706,No,Sufficient,8988,8896,2474,721,Low,Poor,6,No,Yes
Delhi,10,1870,3285,2850,No,Scarce,5141,2564,4178,560,Medium,Moderate,5,Yes,No
Kolkata,9,1831,35683,2431,No,Scarce,5727,7162,1262,109,Low,Good,2,No,No
Mumbai,0,1982,33327,8027,No,Sufficient,1612,6532,4707,337,Low,Moderate,6,Yes,Yes
Hyderabad,3,1138,44862,4466,Yes,Scarce,3588,5895,1030,972,High,Good,5,Yes,Yes
Surat,6,1718,40186,9757,No,Scarce,2244,8592,616,750,Low,Good,1,No,No
Mumbai,0,1147,44800,1016,No,Sufficient,5500,1723,4306,833,Low,Good,4,No,Yes
Ahmedabad,0,1904,6090,8514,No,Scarce,9113,2625,775,140,Medium,Poor,10,Yes,No
Bangalore,6,1858,18760,1733,No,Sufficient,5337,1493,1432,256,High,Poor,5,No,Yes
Chennai,8,1194,42298,6185,Yes,Scarce,9781,3520,5000,719,High,Good,6,Yes,Yes
Pune,8,1755,40458,1812,No,Scarce,8521,8001,2136,908,High,Moderate,9,No,No
Bangalore,9,1688,27949,1232,Yes,Sufficient,3594,2136,3496,267,Medium,Poor,4,Yes,Yes
Pune,1,564,42252,3751,No,Scarce,1718,5852,3438,861,High,Good,7,No,Yes
Kolkata,8,1703,35499,3422,Yes,Sufficient,4646,2365,4503,565,Medium,Good,6,No,Yes
Bangalore,6,252,18397,5242,No,Sufficient,3735,5363,1725,274,Low,Moderate,2,Yes,No
Pune,3,896,38469,4756,Yes,Sufficient,4460,8484,2969,925,High,Poor,3,No,Yes
Ahmedabad,10,1062,36565,1738,No,Sufficient,4018,9633,2815,540,High,Moderate,4,No,Yes
Pune,6,1790,40340,9085,Yes,Scarce,3901,3592,3156,319,Medium,Good,2,No,Yes
Jaipur,5,918,2843,6550,Yes,Sufficient,9804,3325,4215,647,Low,Moderate,5,Yes,Yes
Jaipur,6,1798,14101,3300,No,Scarce,3278,8751,2069,477,Medium,Good,8,Yes,No
Bangalore,5,189,4850,5300,No,Scarce,5573,6311,3048,262,High,Good,5,Yes,No
Jaipur,7,1265,16486,9738,No,Scarce,9372,9871,1485,618,Low,Good,2,No,No
Jaipur,4,1930,16371,2131,Yes,Scarce,4980,3221,2916,242,Low,Poor,2,Yes,No
Ahmedabad,9,1664,22910,5954,Yes,Sufficient,8817,3192,2273,885,Low,Moderate,9,No,No
Chennai,3,1311,28245,7650,Yes,Sufficient,9612,2527,3359,326,Medium,Poor,1,No,Yes
Surat,1,1322,10542,8211,Yes,Sufficient,4614,4854,3789,637,Medium,Moderate,7,Yes,Yes
Pune,9,1488,30198,8095,Yes,Scarce,3691,5306,2825,452,Low,Moderate,8,No,Yes
Kolkata,1,491,35359,5690,No,Sufficient,9420,3125,3699,721,High,Moderate,10,Yes,Yes
Ahmedabad,8,1126,45118,2717,Yes,Sufficient,8459,9559,2749,267,Medium,Moderate,10,No,No
Pune,8,940,48120,7431,No,Scarce,4390,6658,4089,706,Medium,Moderate,6,No,Yes
Pune,5,660,10201,9064,Yes,Sufficient,7937,1334,4937,842,Low,Good,10,Yes,Yes
Pune,4,591,15141,7319,Yes,Sufficient,6838,4110,2006,837,Medium,Moderate,9,No,Yes
Kolkata,6,620,26208,6008,Yes,Scarce,1668,2157,4476,190,Low,Good,4,Yes,No
Surat,8,337,39789,2814,No,Sufficient,9209,7065,2416,612,High,Good,10,No,No
Hyderabad,10,151,2168,2076,Yes,Sufficient,3081,5648,4020,574,High,Good,3,No,Yes
Delhi,4,382,39577,2457,Yes,Sufficient,5337,6489,2321,972,Low,Good,8,Yes,Yes
Chennai,3,210,22825,8011,Yes,Sufficient,1937,9195,1867,756,Low,Poor,9,No,Yes
Delhi,6,1784,4973,1617,Yes,Scarce,6991,5551,3288,429,Low,Good,3,Yes,No
Bangalore,5,636,32291,2529,Yes,Sufficient,3998,4014,3384,275,Medium,Moderate,1,Yes,No
Chennai,0,1254,46127,7151,Yes,Scarce,8244,5873,953,762,Low,Good,3,No,Yes
Kolkata,8,1446,31254,5075,Yes,Scarce,1776,9653,1818,346,Medium,Poor,7,No,Yes
Hyderabad,9,1247,31569,6058,No,Scarce,5321,8536,4324,892,Low,Poor,6,No,No
Delhi,6,1040,21111,7450,Yes,Sufficient,7569,1328,604,657,Medium,Poor,8,No,No
Bangalore,7,1024,46918,1479,Yes,Sufficient,6389,5784,2810,920,High,Poor,2,No,No
Pune,4,343,32302,8192,Yes,Sufficient,4542,3272,4860,299,High,Moderate,8,Yes,Yes
Jaipur,6,1269,25192,5773,No,Sufficient,8683,1370,961,356,Medium,Moderate,10,Yes,No
Delhi,8,521,24484,1863,Yes,Scarce,1254,1801,878,883,Low,Good,10,Yes,No
Chennai,8,900,10393,3229,Yes,Scarce,4388,2178,1378,668,Low,Good,10,No,Yes
Jaipur,5,1226,36029,5583,Yes,Sufficient,6577,1107,4888,645,Medium,Good,3,Yes,No
Pune,2,1208,16633,9307,Yes,Sufficient,4977,6018,3238,961,High,Moderate,6,No,Yes
Pune,10,1849,27371,5066,No,Sufficient,3975,9809,2427,819,High,Good,2,Yes,Yes
Jaipur,0,1898,8027,4994,Yes,Scarce,8005,9589,2927,668,High,Moderate,9,No,Yes
Pune,2,607,16010,6962,Yes,Sufficient,7663,1167,4779,956,High,Moderate,3,Yes,No
Kolkata,1,115,24579,7945,Yes,Sufficient,7207,4042,4033,433,Medium,Moderate,3,No,No
Hyderabad,1,417,3690,8744,No,Scarce,2403,9175,4776,885,Medium,Good,5,No,Yes
Chennai,4,902,17009,4102,No,Sufficient,6492,4632,1703,937,Medium,Moderate,6,No,No
Bangalore,7,145,36785,4855,Yes,Sufficient,7413,4605,3038,371,Low,Poor,4,No,Yes
Hyderabad,8,1615,28422,3427,No,Scarce,9104,5856,961,368,High,Good,5,Yes,No
Chennai,10,1763,30425,7689,No,Scarce,4642,5366,4858,748,Medium,Good,6,No,Yes
